Project_ID,Line_of_Business,Region,Country_Code,Forecast_Cost,Estimated_Sell_Price,Change_Order_Cost,Change_Order_Sell_Price,Final_Cost,Final_Sell_Price,Estimated_Duration_Days,Delays_Days,Final_Duration_Days,Tier,Risks_registered,Risks prevented
PRJ-0206,Install,Asia,JP,979176,1688063.15,281324.75,285179.88,1260500.75,1973243.03,1721,193,1914,Tier 3,3,3
PRJ-0207,Energy,Oceania,AU,1572814,1860004.51,210005.34,262275.63,1782819.34,2122280.13,1810,274,2084,Tier 3,7,7
PRJ-0208,Energy,Oceania,NZ,1935700,2512232.93,68580.76,71630.64,2004280.76,2583863.57,299,33,332,Tier 3,10,4
PRJ-0209,Install,North America,US,3298525,2874729.55,387818.52,443728.79,3686343.52,3318458.34,1423,53,1476,Tier 3,5,1
PRJ-0210,Energy,Asia,JP,601474,393807.94,59487.34,66802.24,660961.34,460610.18,1749,171,1920,Tier 4,9,2
PRJ-0211,Service,South America,BR,2120936,1392377.37,259478.24,377988.83,2380414.24,1770366.2,1468,231,1699,Tier 3,6,4
PRJ-0212,Energy,Europe,DE,4815693,3513578.85,1437287.77,1746425.71,6252980.77,5260004.56,809,21,830,Tier 2,9,1
PRJ-0213,Service,Africa,ZA,2471301,3658989.3,314034.8,379031.41,2785335.8,4038020.72,616,39,655,Tier 3,2,2
PRJ-0214,Energy,Oceania,NZ,1122583,1868478.51,330855.26,461845.08,1453438.26,2330323.58,1698,196,1894,Tier 3,7,4
PRJ-0215,Service,Africa,ZA,4929600,8639133.09,1206242.75,1329625.52,6135842.75,9968758.61,999,22,1021,Tier 2,2,0
PRJ-0216,Energy,Oceania,AU,2129817,3666810.3,221787.99,254907.5,2351604.99,3921717.8,936,32,968,Tier 3,2,0
PRJ-0217,Service,North America,MX,1117347,1848305.72,60262.63,85303.79,1177609.63,1933609.51,1540,133,1673,Tier 3,4,1
PRJ-0218,Service,North America,US,3992292,3300134.14,90329.01,111921.94,4082621.01,3412056.07,1212,131,1343,Tier 3,1,1
PRJ-0219,Service,South America,AR,2693389,4128513.64,38867.09,45652.91,2732256.09,4174166.55,732,119,851,Tier 3,1,0
PRJ-0220,Service,South America,BR,1126008,680231.47,284164.05,366124.53,1410172.05,1046356,1278,30,1308,Tier 3,1,0
PRJ-0221,Install,North America,US,3991726,3326978.71,535660.97,779934.66,4527386.97,4106913.38,362,7,369,Tier 3,5,5
PRJ-0222,Service,Asia,JP,2670386,2278288.44,791596.04,914729.45,3461982.04,3193017.89,1462,61,1523,Tier 3,6,2
PRJ-0223,Install,South America,BR,1856813,2923236.58,225316.76,261380.24,2082129.76,3184616.82,1555,242,1797,Tier 3,9,8
PRJ-0224,Service,Europe,DE,69770,121125.1,6341.87,9011.8,76111.87,130136.9,1656,193,1849,Tier 5,5,3
PRJ-0225,Install,Africa,EG,2294697,3764656.66,507755.37,524375.55,2802452.37,4289032.21,962,38,1000,Tier 3,2,1
PRJ-0226,Energy,Oceania,AU,1141557,1827919.95,269242.86,273317.32,1410799.86,2101237.28,744,80,824,Tier 3,7,7
PRJ-0227,Service,North America,US,841072,1094867.23,236551.44,344336.5,1077623.44,1439203.73,1825,297,2122,Tier 3,4,4
PRJ-0228,Install,Oceania,NZ,742219,565899.67,3000.07,3034.37,745219.07,568934.05,401,27,428,Tier 4,1,1
PRJ-0229,Energy,Africa,EG,2382295,3861523.36,377482.41,499703.6,2759777.41,4361226.96,755,10,765,Tier 3,10,8
PRJ-0230,Energy,Oceania,AU,4049618,6271845.74,1030336.09,1496450.07,5079954.09,7768295.81,1030,160,1190,Tier 2,6,2
PRJ-0231,Service,Africa,EG,3621548,3286290.08,332237,417973.77,3953785,3704263.86,1566,254,1820,Tier 3,6,0
PRJ-0232,Service,Oceania,AU,4390113,4865545.82,380564.12,471511.21,4770677.12,5337057.04,692,116,808,Tier 3,4,0
PRJ-0233,Energy,Oceania,NZ,1118814,1721329.28,283075.9,404191.23,1401889.9,2125520.51,1573,134,1707,Tier 3,5,1
PRJ-0234,Energy,Europe,FR,2624247,4516837.85,448844.87,496400.97,3073091.87,5013238.82,820,94,914,Tier 3,0,0
PRJ-0235,Install,Europe,FR,689220,897662.05,32691.5,39711.33,721911.5,937373.38,1808,214,2022,Tier 4,8,8
PRJ-0236,Energy,North America,US,382533,351991.85,74315.08,97804.76,456848.08,449796.61,1653,217,1870,Tier 4,9,3
PRJ-0237,Energy,Asia,CN,1877988,1390615.4,278110.29,314841.42,2156098.29,1705456.81,330,57,387,Tier 3,0,0
PRJ-0238,Energy,North America,US,3979506,6339339.89,357162.91,517952.02,4336668.91,6857291.91,1812,262,2074,Tier 3,1,0
PRJ-0239,Service,North America,US,1134457,1771253.79,83119.65,119651.67,1217576.65,1890905.45,1474,30,1504,Tier 3,10,2
PRJ-0240,Energy,Oceania,AU,1699384,2472621.84,209406.05,243171.92,1908790.05,2715793.76,1778,232,2010,Tier 3,8,4
PRJ-0241,Energy,Asia,JP,1431088,1871790.93,124421.1,169299.65,1555509.1,2041090.58,1503,121,1624,Tier 3,2,2
PRJ-0242,Service,Europe,FR,4483912,5426239.74,625722.77,688891.03,5109634.77,6115130.77,1100,161,1261,Tier 2,4,4
PRJ-0243,Energy,South America,AR,3427939,5692234,187538.05,225731.27,3615477.05,5917965.27,1538,17,1555,Tier 3,2,2
PRJ-0244,Install,Oceania,NZ,824635,871455,193324.04,250367.33,1017959.04,1121822.33,1302,19,1321,Tier 3,3,2
PRJ-0245,Install,Oceania,NZ,420383,302715.06,83485.92,120180.19,503868.92,422895.25,509,98,607,Tier 4,9,5
PRJ-0246,Service,Africa,ZA,3317873,2254387.42,68148.37,94199.63,3386021.37,2348587.05,775,26,801,Tier 3,10,0
PRJ-0247,Install,Asia,CN,1371297,1687090.84,282512.38,316532.63,1653809.38,2003623.47,341,30,371,Tier 3,10,4
PRJ-0248,Service,North America,MX,2087046,2805340.64,455397.58,564485.34,2542443.58,3369825.97,393,65,458,Tier 3,1,1
PRJ-0249,Service,North America,US,2082569,2085508.39,352365.13,419503.66,2434934.13,2505012.05,1664,40,1704,Tier 3,8,5
PRJ-0250,Energy,Europe,FR,3858199,6866082.4,1057066.94,1514478.21,4915265.94,8380560.61,577,11,588,Tier 3,1,0
PRJ-0251,Service,Europe,DE,1381436,2132552.59,204083.72,271229.45,1585519.72,2403782.04,1777,273,2050,Tier 3,5,5
PRJ-0252,Service,Asia,JP,1472467,2439439.31,377543.31,415750.37,1850010.31,2855189.68,1269,30,1299,Tier 3,10,10
PRJ-0253,Energy,Oceania,NZ,2354066,3567567.8,109445.4,133516.58,2463511.4,3701084.37,1518,181,1699,Tier 3,3,2
PRJ-0254,Install,Europe,FR,1297813,2143461.23,151125.66,219548.12,1448938.66,2363009.36,78,10,88,Tier 3,2,2
PRJ-0255,Service,North America,US,4407306,6390382.29,343850.6,400965.97,4751156.6,6791348.26,173,5,178,Tier 3,6,0
PRJ-0256,Energy,South America,BR,1785897,2245607.28,284778.01,339073.67,2070675.01,2584680.96,80,3,83,Tier 3,7,5
PRJ-0257,Service,Africa,EG,106704,156544.35,5285.83,7327.44,111989.83,163871.79,171,7,178,Tier 5,8,0
PRJ-0258,Install,North America,US,3710866,4386501.52,223618.28,293867.07,3934484.28,4680368.59,1757,12,1769,Tier 3,9,9
PRJ-0259,Service,Africa,EG,421212,611016.4,30948.21,45851.32,452160.21,656867.72,766,23,789,Tier 4,10,3
PRJ-0260,Service,South America,AR,4623181,4281703.45,1368438.58,1379951.18,5991619.58,5661654.63,1443,22,1465,Tier 2,1,1
PRJ-0261,Service,Oceania,AU,1361975,2357108.84,29473.37,37746.41,1391448.37,2394855.25,1500,274,1774,Tier 3,3,2
PRJ-0262,Install,Africa,ZA,3940752,7024168.34,692061.85,819174.3,4632813.85,7843342.64,1380,23,1403,Tier 3,10,1
PRJ-0263,Energy,Africa,ZA,576874,937816.2,44885.41,54088.53,621759.41,991904.73,1665,279,1944,Tier 4,1,0
PRJ-0264,Service,Africa,ZA,3977945,6842669.9,778003.82,998450.07,4755948.82,7841119.97,1177,103,1280,Tier 3,4,1
PRJ-0265,Service,Oceania,AU,2584353,4429171.57,575549.64,625627.72,3159902.64,5054799.29,739,32,771,Tier 3,8,2
PRJ-0266,Energy,North America,US,2354891,1755096.4,633682.07,880644.51,2988573.07,2635740.91,1307,53,1360,Tier 3,1,0
PRJ-0267,Energy,Asia,CN,3870505,6051575.4,112438.63,134135.09,3982943.63,6185710.5,1181,57,1238,Tier 3,4,1
PRJ-0268,Install,North America,MX,592547,543663.48,116331.4,140161.32,708878.4,683824.8,365,59,424,Tier 4,9,2
PRJ-0269,Energy,Europe,FR,308349,255483.02,83973.35,117580.66,392322.35,373063.68,94,2,96,Tier 4,0,0
PRJ-0270,Energy,South America,AR,751839,1231027.82,191754.74,214933.27,943593.74,1445961.09,399,14,413,Tier 4,9,5
PRJ-0271,Install,North America,US,1080058,1770258.32,12604.69,15764.22,1092662.69,1786022.54,1601,295,1896,Tier 3,0,0
PRJ-0272,Energy,Asia,CN,4114064,4001970.26,1122770,1375594.82,5236834,5377565.08,462,59,521,Tier 2,1,0
PRJ-0273,Install,Africa,ZA,2819319,3383716.51,745002.89,999901.78,3564321.89,4383618.29,887,174,1061,Tier 3,6,0
PRJ-0274,Install,Europe,DE,2264241,3355771.45,493175.54,511125.27,2757416.54,3866896.72,227,45,272,Tier 3,9,0
PRJ-0275,Energy,Europe,DE,4257579,3956221.93,892115.91,1111150.58,5149694.91,5067372.51,1309,237,1546,Tier 2,6,6
PRJ-0276,Service,North America,MX,269418,380422.56,28179.86,40903.44,297597.86,421326.01,177,5,182,Tier 4,0,0
PRJ-0277,Energy,South America,BR,4528241,3025942.66,981028.27,1220894.9,5509269.27,4246837.56,1057,75,1132,Tier 2,6,0
PRJ-0278,Energy,Oceania,NZ,3551464,4765008.61,628438.46,871046.9,4179902.46,5636055.51,1662,89,1751,Tier 3,6,1
PRJ-0279,Energy,Africa,ZA,1706944,2939293.21,260919.15,344420.15,1967863.15,3283713.36,138,22,160,Tier 3,9,8
PRJ-0280,Energy,Asia,JP,3539706,2198657.25,359406.17,477457.31,3899112.17,2676114.56,648,123,771,Tier 3,10,5
PRJ-0281,Install,Asia,JP,1854338,3095437.21,79704.03,98791.03,1934042.03,3194228.24,1348,15,1363,Tier 3,4,2
PRJ-0282,Service,Asia,CN,3771078,5358593.63,1087398.08,1448436.39,4858476.08,6807030.02,1787,200,1987,Tier 3,5,2
PRJ-0283,Energy,Africa,ZA,4616543,6219279.53,1085901.26,1142593.29,5702444.26,7361872.82,1031,147,1178,Tier 2,3,3
PRJ-0284,Energy,Oceania,AU,1252201,1632913.42,188530,275595.78,1440731,1908509.2,1343,71,1414,Tier 3,3,3
PRJ-0285,Install,Europe,DE,2443611,3750138.77,380821.63,562752.79,2824432.63,4312891.56,1266,225,1491,Tier 3,2,1
PRJ-0286,Install,North America,US,3328520,5951217.83,250766.98,354655.65,3579286.98,6305873.48,1039,189,1228,Tier 3,7,3
PRJ-0287,Energy,Africa,ZA,3040249,4855693.7,559998.83,835407.24,3600247.83,5691100.94,1238,131,1369,Tier 3,1,1
PRJ-0288,Service,North America,MX,203125,173849.11,14308.7,19150.58,217433.7,192999.69,1115,220,1335,Tier 5,5,1
PRJ-0289,Energy,Oceania,AU,55714,45428.79,3970.14,5120.21,59684.14,50549.01,166,21,187,Tier 5,8,4
PRJ-0290,Install,Africa,EG,3100253,5156762.27,571513.29,807742.72,3671766.29,5964504.99,839,104,943,Tier 3,9,0
PRJ-0291,Service,North America,US,3462918,2253288.27,62870.82,70501.58,3525788.82,2323789.85,148,5,153,Tier 3,0,0
PRJ-0292,Service,South America,AR,1257923,1170677.48,266898.7,336713.99,1524821.7,1507391.47,1535,175,1710,Tier 3,1,1
PRJ-0293,Energy,Asia,JP,2987794,4332996.9,766876.9,952491.64,3754670.9,5285488.54,772,103,875,Tier 3,7,2
PRJ-0294,Energy,Africa,EG,1895315,3266038.63,558772.91,562124.72,2454087.91,3828163.35,1267,211,1478,Tier 3,7,7
PRJ-0295,Service,Africa,EG,161259,116094.97,11119.97,15968.67,172378.97,132063.63,783,42,825,Tier 5,7,5
PRJ-0296,Service,Africa,EG,2941301,4842809.76,222338.22,312667.78,3163639.22,5155477.54,789,80,869,Tier 3,7,0
PRJ-0297,Install,South America,AR,1370760,2421349.74,290588.17,320109.66,1661348.17,2741459.4,1489,242,1731,Tier 3,2,2
PRJ-0298,Energy,Oceania,NZ,4356795,3395390.14,976941.99,1011790.38,5333736.99,4407180.53,1252,177,1429,Tier 2,9,4
PRJ-0299,Install,South America,BR,405145,676916.3,26854.71,30430.09,431999.71,707346.39,848,79,927,Tier 4,9,7
PRJ-0300,Service,North America,US,2108435,2390346.77,28372.93,42201.38,2136807.93,2432548.14,1621,238,1859,Tier 3,10,5
PRJ-0301,Install,Oceania,NZ,4326383,3243924.46,1088024.79,1163347.27,5414407.79,4407271.73,1612,102,1714,Tier 2,10,9
PRJ-0302,Install,Africa,ZA,123747,162845.69,34107.7,38454.76,157854.7,201300.45,285,50,335,Tier 5,9,1
PRJ-0303,Energy,Africa,ZA,3054590,3124773.09,728146.04,799928.87,3782736.04,3924701.96,1549,75,1624,Tier 3,0,0
PRJ-0304,Energy,Europe,FR,594612,415652.47,45066.8,59728.5,639678.8,475380.96,47,1,48,Tier 4,9,4
PRJ-0305,Install,South America,BR,4328394,5408059.38,49407.05,67937.77,4377801.05,5475997.15,1189,205,1394,Tier 3,2,1
PRJ-0306,Service,North America,MX,1961522,2857519.06,545916.1,648718.97,2507438.1,3506238.03,266,46,312,Tier 3,8,6
PRJ-0307,Install,Africa,ZA,4071195,4916598.63,251155.96,262467.69,4322350.96,5179066.32,1692,260,1952,Tier 3,3,0
PRJ-0308,Service,South America,BR,3758913,3447495.26,138733.94,202954.33,3897646.94,3650449.58,1571,152,1723,Tier 3,9,6
PRJ-0309,Install,North America,US,1474426,1699836.07,256740.81,377691.34,1731166.81,2077527.41,698,135,833,Tier 3,10,4
PRJ-0310,Energy,Asia,JP,3589696,5242692.9,143292.15,156393.34,3732988.15,5399086.24,1350,144,1494,Tier 3,9,9
PRJ-0311,Install,Oceania,NZ,3186056,2709734.41,842028.59,1009969.74,4028084.59,3719704.14,442,83,525,Tier 3,9,1
PRJ-0312,Energy,Oceania,NZ,2400443,2493191.3,301936.02,319333.17,2702379.02,2812524.47,1408,105,1513,Tier 3,9,9
PRJ-0313,Install,South America,BR,2424054,3054860.26,75126.91,99086.9,2499180.91,3153947.16,1699,187,1886,Tier 3,1,0
PRJ-0314,Energy,Europe,FR,1268429,1654259.31,333685.65,450938.97,1602114.65,2105198.28,1705,9,1714,Tier 3,5,3
PRJ-0315,Service,Europe,DE,4051524,6854018.99,131795.28,187389.25,4183319.28,7041408.24,1124,31,1155,Tier 3,6,1
PRJ-0316,Service,Asia,JP,1142416,1709346.59,96820.53,122124.78,1239236.53,1831471.37,1686,189,1875,Tier 3,9,2
PRJ-0317,Energy,Africa,ZA,667375,610315.26,127084.57,137614.84,794459.57,747930.1,907,10,917,Tier 4,1,1
PRJ-0318,Service,Africa,EG,4594476,7182385.89,843661.79,1068008.05,5438137.79,8250393.94,1319,53,1372,Tier 2,5,4
PRJ-0319,Energy,Oceania,NZ,4128225,3843388.65,1231113.93,1422202.49,5359338.93,5265591.14,1782,28,1810,Tier 2,5,0
PRJ-0320,Install,South America,BR,2228064,2617690.25,118979.69,145240.56,2347043.69,2762930.8,1802,169,1971,Tier 3,9,7
PRJ-0321,Install,North America,US,2709945,4824944.99,458255.32,483145.55,3168200.32,5308090.54,1019,62,1081,Tier 3,7,4
PRJ-0322,Energy,North America,US,3881151,5609072.78,994202.88,1389528.78,4875353.88,6998601.56,1656,83,1739,Tier 3,7,1
PRJ-0323,Install,Europe,FR,4057179,6410564.73,146623.69,218248.77,4203802.69,6628813.5,540,104,644,Tier 3,7,5
PRJ-0324,Energy,Europe,DE,3828931,2973954.75,1088417.56,1610422.84,4917348.56,4584377.59,1206,230,1436,Tier 3,5,3
PRJ-0325,Service,Africa,ZA,4915310,3103470.41,1459416.6,2011334.45,6374726.6,5114804.86,1818,35,1853,Tier 2,2,1
PRJ-0326,Service,Oceania,NZ,2197326,3950920.98,379873.05,447966.8,2577199.05,4398887.78,297,40,337,Tier 3,5,5
PRJ-0327,Install,North America,US,4207276,6017880.6,704183.91,982136.14,4911459.91,7000016.74,297,37,334,Tier 3,5,3
PRJ-0328,Install,Europe,FR,1293828,1254955.07,242381.52,269928.59,1536209.52,1524883.66,640,49,689,Tier 3,5,3
PRJ-0329,Install,Europe,FR,2979503,1809248.79,227906.28,295988.77,3207409.28,2105237.56,1700,97,1797,Tier 3,4,4
PRJ-0330,Service,North America,MX,4918872,6852898.41,31662.91,38453.02,4950534.91,6891351.43,1592,130,1722,Tier 3,3,3
PRJ-0331,Energy,Asia,JP,1460097,1417619.82,55368.66,69175.01,1515465.66,1486794.84,1535,176,1711,Tier 3,3,2
PRJ-0332,Energy,North America,US,1094049,1819333.53,214923.74,245470.02,1308972.74,2064803.55,408,14,422,Tier 3,3,2
PRJ-0333,Install,Africa,ZA,2197094,2414062.12,613926.23,896349.7,2811020.23,3310411.82,851,87,938,Tier 3,3,2
PRJ-0334,Energy,South America,AR,1104066,1872274.95,21257.39,27755.18,1125323.39,1900030.12,598,50,648,Tier 3,0,0
PRJ-0335,Install,Oceania,NZ,3628594,5024281.15,230433.84,305457.27,3859027.84,5329738.43,993,125,1118,Tier 3,8,7
PRJ-0336,Install,Europe,FR,4387353,5872322.09,1124609.14,1501538.02,5511962.14,7373860.11,1230,188,1418,Tier 2,1,0
PRJ-0337,Install,North America,US,2037578,1905966.18,418335.62,583490.3,2455913.62,2489456.48,1548,286,1834,Tier 3,10,6
PRJ-0338,Energy,Asia,CN,2296622,2541575.16,41873.47,49771.4,2338495.47,2591346.56,106,4,110,Tier 3,7,6
PRJ-0339,Install,North America,US,1642962,1478265.32,414146.02,535439.56,2057108.02,2013704.89,36,0,36,Tier 3,4,2
PRJ-0340,Install,Europe,FR,4829443,3707882.92,357254.02,450161.97,5186697.02,4158044.89,1466,54,1520,Tier 2,2,1
PRJ-0341,Service,Africa,ZA,1343827,2377616.72,175959.9,217944.4,1519786.9,2595561.13,834,67,901,Tier 3,2,0
PRJ-0342,Service,Asia,JP,927734,976269.9,107190.12,122524.14,1034924.12,1098794.04,506,9,515,Tier 3,0,0
PRJ-0343,Service,South America,AR,2957576,1962821.83,352305.99,481363.86,3309881.99,2444185.69,577,76,653,Tier 3,8,7
PRJ-0344,Service,North America,US,4919920,7248658.08,658073.5,882198.06,5577993.5,8130856.15,166,29,195,Tier 2,9,8
PRJ-0345,Energy,North America,MX,1588977,2271581.02,453121.88,491465.66,2042098.88,2763046.68,113,6,119,Tier 3,3,1
PRJ-0346,Service,North America,MX,4332697,3514828.26,1073587.97,1444179.17,5406284.97,4959007.43,1302,14,1316,Tier 2,7,3
PRJ-0347,Energy,Europe,DE,2741738,1953560.44,506568.46,509579.04,3248306.46,2463139.49,1440,150,1590,Tier 3,7,7
PRJ-0348,Service,North America,US,599008,809689.04,36338.36,40510.35,635346.36,850199.39,233,43,276,Tier 4,3,1
PRJ-0349,Energy,South America,BR,2930115,4311857.76,552592.76,805760.02,3482707.76,5117617.78,74,3,77,Tier 3,10,10
PRJ-0350,Install,Oceania,NZ,4215509,7523617.53,721981.66,1060202.93,4937490.66,8583820.46,636,123,759,Tier 3,5,3
PRJ-0351,Energy,Africa,EG,3603002,5567458.73,438536.87,440519.92,4041538.87,6007978.66,308,57,365,Tier 3,4,1
PRJ-0352,Install,Oceania,AU,3147842,2060861.55,912705.3,1345358.72,4060547.3,3406220.27,1718,244,1962,Tier 3,10,1
PRJ-0353,Energy,Oceania,AU,3124294,3047809.49,234694.96,257273.8,3358988.96,3305083.29,424,24,448,Tier 3,0,0
PRJ-0354,Service,Asia,JP,714486,1200272.82,134266.89,145594.98,848752.89,1345867.8,1381,142,1523,Tier 4,1,1
PRJ-0355,Install,South America,BR,3355286,3830504.75,852949.17,909209.34,4208235.17,4739714.09,521,91,612,Tier 3,6,5
PRJ-0356,Energy,Oceania,AU,4846975,4684219.48,1286748.26,1572550.29,6133723.26,6256769.77,1167,41,1208,Tier 2,2,2
PRJ-0357,Install,Africa,ZA,182115,131987.81,35683.17,43288.6,217798.17,175276.41,1652,275,1927,Tier 5,0,0
PRJ-0358,Energy,North America,US,2053664,2677878.2,497522.07,741311.98,2551186.07,3419190.17,447,46,493,Tier 3,9,8
PRJ-0359,Service,Europe,FR,497610,570049.6,93460.92,96961.16,591070.92,667010.76,1095,6,1101,Tier 4,0,0
PRJ-0360,Service,South America,BR,1479894,2653579.97,51957.53,65802.8,1531851.53,2719382.78,1396,260,1656,Tier 3,4,0
PRJ-0361,Service,South America,AR,3560320,2731103.37,184860.52,233998.04,3745180.52,2965101.41,609,32,641,Tier 3,5,1
PRJ-0362,Service,South America,BR,2688072,3526931.31,665368.53,915734.96,3353440.53,4442666.26,1027,141,1168,Tier 3,9,1
PRJ-0363,Service,Asia,CN,4043943,7090270.9,589064.66,780807.72,4633007.66,7871078.63,975,88,1063,Tier 3,9,7
PRJ-0364,Service,Oceania,AU,4881477,3801601.08,401875.97,581060.17,5283352.97,4382661.25,147,16,163,Tier 2,6,0
PRJ-0365,Service,Europe,DE,3133673,1995452.65,119845.24,156818.4,3253518.24,2152271.04,1168,119,1287,Tier 3,8,8
PRJ-0366,Install,Africa,ZA,1567827,1983954.47,140233.84,162687.02,1708060.84,2146641.49,1128,102,1230,Tier 3,1,0
PRJ-0367,Install,North America,MX,3277111,5554674.92,306415.82,383455.51,3583526.82,5938130.43,842,51,893,Tier 3,7,3
PRJ-0368,Install,Oceania,NZ,1367512,1334231.77,352149.21,484247.9,1719661.21,1818479.67,674,91,765,Tier 3,5,4
PRJ-0369,Install,Africa,ZA,4731127,8019932.28,426227.85,518526.01,5157354.85,8538458.29,298,25,323,Tier 2,8,2
PRJ-0370,Install,Africa,ZA,4898331,4060289.13,1276337.67,1895627.87,6174668.67,5955917,903,71,974,Tier 2,6,4
PRJ-0371,Energy,South America,AR,2413167,2037722.13,589309.02,614012.52,3002476.02,2651734.65,542,34,576,Tier 3,7,2
PRJ-0372,Install,Africa,EG,4071500,5202428.4,1095564.07,1507146.89,5167064.07,6709575.29,1657,59,1716,Tier 2,0,0
PRJ-0373,Energy,Oceania,AU,1827313,2359740.36,148168.14,170848.6,1975481.14,2530588.97,202,38,240,Tier 3,3,0
PRJ-0374,Energy,Africa,ZA,173957,125110.36,8172.66,9653.76,182129.66,134764.12,694,56,750,Tier 5,8,6
PRJ-0375,Install,North America,US,738917,479810.39,158528.73,223873.2,897445.73,703683.59,500,57,557,Tier 4,1,0
PRJ-0376,Service,North America,MX,4748802,6747398.19,960047.44,1415910.19,5708849.44,8163308.38,504,44,548,Tier 2,0,0
PRJ-0377,Energy,Oceania,NZ,4710878,3299232.42,958929.99,1363303.37,5669807.99,4662535.79,461,21,482,Tier 2,7,4
PRJ-0378,Service,Africa,ZA,2320782,3389062.8,267987.41,382034.45,2588769.41,3771097.26,118,12,130,Tier 3,7,6
PRJ-0379,Energy,South America,AR,2028321,2441369.98,24995.8,26830.84,2053316.8,2468200.82,1513,199,1712,Tier 3,10,9
PRJ-0380,Service,Europe,FR,3898473,6751360.53,878502.19,1220964.87,4776975.19,7972325.41,1019,167,1186,Tier 3,10,8
PRJ-0381,Energy,Oceania,AU,261139,349033.24,26143.22,39018.6,287282.22,388051.84,947,152,1099,Tier 4,1,1
PRJ-0382,Service,Europe,FR,3141102,3023535.95,904267.6,1282608.9,4045369.6,4306144.85,1266,223,1489,Tier 3,10,1
PRJ-0383,Energy,Asia,CN,752730,1149739.35,221867.76,327583.92,974597.76,1477323.27,608,79,687,Tier 4,4,1
PRJ-0384,Energy,South America,BR,1684824,2552580.62,220150.05,234789.33,1904974.05,2787369.95,1091,102,1193,Tier 3,5,4
PRJ-0385,Install,North America,US,2305982,2138490.74,307584.04,378910.59,2613566.04,2517401.32,759,33,792,Tier 3,10,1
PRJ-0386,Service,Africa,EG,4973408,6530993.66,923416.25,1124788.27,5896824.25,7655781.93,732,127,859,Tier 2,10,4
PRJ-0387,Install,Oceania,AU,1081245,1567325.86,251180.48,370095.4,1332425.48,1937421.26,1666,207,1873,Tier 3,3,1
PRJ-0388,Energy,Asia,CN,1022364,988629.98,262896.91,270712.25,1285260.91,1259342.23,1434,12,1446,Tier 3,8,2
PRJ-0389,Install,Asia,CN,2040089,2957085.46,465403.43,636546.03,2505492.43,3593631.48,1011,55,1066,Tier 3,8,6
PRJ-0390,Energy,South America,BR,1853050,1635705.97,104145.56,148224.34,1957195.56,1783930.31,888,57,945,Tier 3,6,3
PRJ-0391,Install,Asia,JP,3335867,2591502.72,300903.02,421403.25,3636770.02,3012905.96,17,0,17,Tier 3,8,2
PRJ-0392,Energy,South America,BR,2681497,4617892.01,373050.33,379236.9,3054547.33,4997128.91,883,23,906,Tier 3,8,5
PRJ-0393,Energy,Oceania,AU,3524647,2204545.55,932476.99,973938.86,4457123.99,3178484.41,447,39,486,Tier 3,5,0
PRJ-0394,Service,South America,AR,437467,745524.21,82434.62,84009.48,519901.62,829533.69,1820,186,2006,Tier 4,3,3
PRJ-0395,Install,South America,BR,1509747,2281561.53,321327.03,471800.31,1831074.03,2753361.84,1069,59,1128,Tier 3,1,0
PRJ-0396,Service,South America,BR,908930,1598221.84,255582.55,291592.46,1164512.55,1889814.3,317,31,348,Tier 3,4,3
PRJ-0397,Energy,Oceania,AU,3097157,3571081.31,866501.48,1012856.31,3963658.48,4583937.63,1385,144,1529,Tier 3,1,1
PRJ-0398,Service,South America,BR,4869646,6119333.24,279090.24,406915.92,5148736.24,6526249.15,1207,59,1266,Tier 2,10,5
PRJ-0399,Install,South America,AR,2607113,2818538.75,7971.65,9040.59,2615084.65,2827579.33,59,4,63,Tier 3,8,4
PRJ-0400,Energy,Europe,DE,3237223,2990417.59,12679.22,15500.01,3249902.22,3005917.59,660,55,715,Tier 3,2,2
PRJ-0401,Service,North America,MX,4729165,5273613.44,18993.71,27775.51,4748158.71,5301388.95,1557,298,1855,Tier 3,8,3
